User,Chatbot,Intent
I have never been so ashamed in all my life,I am sorry that you are so ashamed,
I got a call from the school to pick up my son,I am sorry to hear you got a call to pick up your son,
I got a call from the school to pick up my son,I am sorry you got a call from the school to pick up your son,
I did really well at target practice,I am glad you did so well at target practice,
My jacket fell in the puddle on the street just now,I am sorry to your jacket fell,
My jacket fell in the puddle on the street just now,I am sorry your jacket fell in a puddle,
My old computer finally died . Now I have to save for a new one,I am sorry your computer died,
My old computer finally died . Now I have to save for a new one,I am sorry your old computer died and you have to save for a new one,
I made pancakes today and I think it made everyone 's morning,I am glad that your pancakes made everyone 's morning,
I made pancakes today and I think it made everyone 's morning,I am glad that the pancakes you made today made everyone 's morning,
I just opened the doors to my consultancy and I already have 5 new clients,I am happy you already have five new clients,
I just opened the doors to my consultancy and I already have 5 new clients,I am happy you just opened the doors to your consultancy and you already have five new clients,
We had a great time at the recent holiday party at my husbands work,I am glad to hear you had a great time,
We had a great time at the recent holiday party at my husbands work,I am glad to hear you had a great time at the recent holiday party at your husbands work,
I like having some junk food every now and again,I am glad to hear that you enjoy junk food,
I like having some junk food every now and again,I am glad to hear that you enjoy some junk food from time to time,
My local sandwich shop gave me an extra sandwich for free,I am glad to hear you got a free sandwich,
My local sandwich shop gave me an extra sandwich for free,I am glad you got a free sandwich from the local sandwich shop,
Grandma won a thousand dollars at Bingo tonight,I am glad to hear about Grandma,
Grandma won a thousand dollars at Bingo tonight,I am glad Grandma won a thousand dollars at Bingo,
I look so pretty today I think,I am glad you feel pretty,
I look so pretty today I think,I am glad you think you look pretty today,
I found a five dollar bill,I am glad you have money,
I found a five dollar bill,I am happy you found money,
"I had a job interview the other day , and I got the job",I am glad to hear you got the job,
"I had a job interview the other day , and I got the job",I am glad to hear that job interview you had landed you the job,
I had a good conversation with a friend,I am glad you had a good conversataion,
I had a good conversation with a friend,I am glad you had a good conversation with a friend,
The sushi place down the street gave me extra sushi in my order,I am glad they gave you extra,
The sushi place down the street gave me extra sushi in my order,I am happy they gave you extra sushi,
I have to give away my chickens because the city changed my zoning,I am sorry you had to give away your chickens,
I have to give away my chickens because the city changed my zoning,I am sorry to hear you had to give away your chickens due to changes in zoning,
My boss told me she trusts me completely,I am glad your boss trusts you,
My daughter 's drawing won first place in the rodeo art contest today,I am glad your daughter 's drawing won first place,
My daughter 's drawing won first place in the rodeo art contest today,I am glad your daughter 's drawing won first place in the rodeo art contest,
I ca n't believe he was arrested for jaywalking,I am sad he was arrested,
I ca n't believe he was arrested for jaywalking,I am sorry he was arrested for jaywalking,
"I got into a fight with my boss at work today , he made me so mad",I am sorry you got into a fight with your boss,
"I got into a fight with my boss at work today , he made me so mad",I am sorry you got into a fight with your boss at work today,
I lost my passport before an international trip,I am sad you lost your passport,
I lost my passport before an international trip,I am sad to hear you lost your passport before an international trip,
I 'm going to have to work until after midnight to get this all done before the deadline,I am sad you will have to work until after midnight,
I 'm going to have to work until after midnight to get this all done before the deadline,I am sad you will have to work until after midnight to meet the deadline,
I got to hear my favorite song on the radio today,I am glad to hear that you heard your favorite song,
I got to hear my favorite song on the radio today,I am glad to hear that you got to hear your favorite song on the radio,
If she honks at me one more time I 'm going to go into a rage,I am sorry that you are going into rage,
If she honks at me one more time I 'm going to go into a rage,I am sorry that the repeated honking is enraging you,
I just asked the girl I had a crush on to the ice cream social and she said yes,I am glad you asked a crush to the ice cream social,
I just asked the girl I had a crush on to the ice cream social and she said yes,I am glad you asked your crush to the ice cream social and she said yes,
There is someone using my debit card information to make unauthorized purchases from my bank account,I am sorry someone is using your card,
There is someone using my debit card information to make unauthorized purchases from my bank account,I am sorry someone is making unauthorized purchases from your debit card,
They are shutting down my plant next week,I am sorry to hear they are closing the plant,
They are shutting down my plant next week,I am sorry they are shutting the plant down next week,
I am now able to sell the book I wrote book on Amazon,I am happy about your book,
I am now able to sell the book I wrote book on Amazon,I am happy to hear you can now sell the book you wrote,
I was hoping there would be some sort of certificate and there was,I am happy about the certificate,
I was hoping there would be some sort of certificate and there was,I am glad that there was a certificate,
I got the the meeting late after getting stuck in traffic for two hours,I am sorry you were late,
I got the the meeting late after getting stuck in traffic for two hours,I am sorry you were late to the meeting because of traffic,
Today I signed a very lucrative consulting contract with the firm,I am glad to hear about your contract,
Today I signed a very lucrative consulting contract with the firm,I am glad am so glad to hear that you signed a lucrative contract with the firm,
My cousin canceled her trip to visit me due to bad weather,I am sorry to hear your cousin canceled her trip,
My cousin canceled her trip to visit me due to bad weather,I am sorry your cousin canceled her trip,
I had so much fun at the museum yesterday,I am glad you had fun,
I had so much fun at the museum yesterday,I am glad you had so much fun at the museum yesterday,
somebody hacked into my account and stole my data,I am sorry someone hacked into your account,
somebody hacked into my account and stole my data,I am sorry someone hacked into your account and stole your data,
My garden is doing really well,I am glad about your garden,
My garden is doing really well,I am glad your garden is doing really well,
I got a parking ticket for parking in my own driveway,I am sorry you got a ticket,
I got a parking ticket for parking in my own driveway,I am sorry you got a parking ticket for parking in your own driveway,
The check engine light came on today in the car I purchased a week ago,I am sorry about your car,
The check engine light came on today in the car I purchased a week ago,I am sorry to hear the check engine light came on in the car you purchased a week ago,
I lost some weight,I am glad you lost weight,
I lost some weight,I am glad to hear that you lost some weight,
It 's easy to embarrass me,I am sorry to hear that it 's easy to embarrass you,
my wife gave birth to a bouncing baby girl,I am glad to hear about the baby girl,
my wife gave birth to a bouncing baby girl,i am happy your wife gave birth to a bouncing baby girl,
I let someone use my laptop and now it has a virus,I am sorry to hear about the virus,
I let someone use my laptop and now it has a virus,I am sorry to hear about the virus on your laptop,
I passed the exam,I am happy you passed,
I passed the exam,I am happy for you that you passed in your exam,
My dog hates me now,I am sorry your dog hates you,
My dog hates me now,I am sorry your dog hates you now,
I found out that my friend from high school passed away,I am sorry to hear about your friend,
I found out that my friend from high school passed away,I am sorry to hear about your friend from high school passing away,
My dog learned a new command,I am glad to hear about your dog,
My dog learned a new command,I am glad your dog learned a new command,
The sunset was amazingly beautiful,I am glad to hear about the sunset,
The sunset was amazingly beautiful,I am glad to hear that the sunset was beautiful,
I was recommended for a new position,I am glad you were recommended,
I was recommended for a new position,I am glad you were recommended for a new position,
The auto shop deliberately over charged me on my repair,I am sorry you were over charged by the auto shop,
I was chosen to lead my team,I am happy you were chosen,
I was chosen to lead my team,I am happy you were chosen to lead your team,
I have been waiting forever for the movie to be released . I ca n't wait to see it this afternoon,I am glad to hear about the movie release,
I have been waiting forever for the movie to be released . I ca n't wait to see it this afternoon,I am glad that you get to see the movie you 've been waiting for this afternoon,
Having money in the bank is relieving,I am happy its relieving,
Having money in the bank is relieving,I am happy having money in a bank is relieving,
My check for the power bill was returned for insufficient funds,I am sorry your check was returned,
My check for the power bill was returned for insufficient funds,I am sorry your check was returned for insufficient funds,
He did n't say thank you or anything,I am sorry to hear he did n't say thank you,
He did n't say thank you or anything,I am sorry to hear he did n't say thank you or anything,
My dog has leg cancer,I am sorry to hear about your dog,
My dog has leg cancer,I am sorry to hear your dog has leg cancer,
I do n't appreciate being told something I already know,I am sorry you do n't appreciate being told something you already know,
Traffic is awful today,I am sorry traffic was awful,
Traffic is awful today,I am sorry to hear traffic was so awful today,
My daughter made the honor roll,I am glad she made the honor roll,
My daughter made the honor roll,I am happy your daughter made the honor roll,
Someone stole my iPhone,I am sorry to hear your phone was stolen,
Someone stole my iPhone,I am sad someone stole your iPhone,
My knee is hurting,I am sad about your knee,
My knee is hurting,I am sad that your knee hurts,
My boss often becomes angry at me for no reason,I am sorry your boss becomes angry,
My boss often becomes angry at me for no reason,I am sorry your boss often becomes angry at you for no reason,
I got hit in the back of the head and fell down and looked like an idiot,I am sorry to hear you looked like an idiot,
I got hit in the back of the head and fell down and looked like an idiot,I am sorry you got hit in the head and fell down,
I woke up with a terrible headache,I am sad to hear about your head hurting,
I woke up with a terrible headache,I am sorry to hear about your headache,
They finally put a red light at Main Street in town,I am glad they put a red light at Main Street,
They finally put a red light at Main Street in town,I am glad to hear they finally put a red light at Main Street,
I 'm not sure how to tell my dad the bad news,I am sorry you do n't know how to tell your dad the bad news,
I 'm not sure how to tell my dad the bad news,I am sorry you are not sure how to tell your dad the bad news,
My cat was sick and threw up all over the floor,I am sorry your cat was sick,
My cat was sick and threw up all over the floor,I am sorry your cat was sick and threw up all over the floor,
The wedding photographer did not do a good job,I am sorry about the photos,
The wedding photographer did not do a good job,I am sad to hear that the photographer did a poor job,
I borke the heel on my shoe and had to limp all day,I am sorry you broke your shoe,
I borke the heel on my shoe and had to limp all day,I am sorry to hear you broke your shoe,
The theatre show was amazing,I am glad it was amazing,
The theatre show was amazing,I am glad the theatre show was amazing,
I adopted a new puppy at the animal shelter,I am glad to hear you adopted from the shelter,
I adopted a new puppy at the animal shelter,I am glad to hear you adopted a new puppy from the shelter,
Her lasagna smells amazing,I am glad it smells amazing,
Her lasagna smells amazing,I am glad to hear her lasagna smells amazing,
They 're having 2 for one day at the dollar store,I am glad they 're having a two for one day,
They 're having 2 for one day at the dollar store,I am glad they 're having a two for one day at the dollar store,
I got a rare card in my MAGIC booster pack,I am glad to hear about the rare card,
I got a rare card in my MAGIC booster pack,I am glad you got a rare card in your MAGIC booster pack,
We were running out of resources,I am sorry resources are out,
We were running out of resources,I am sorry to hear you were running out of resources,
My boss yelled at me because I was 2 minutes late to work today,I am sad your boss yelled,
My boss yelled at me because I was 2 minutes late to work today,I am sad that your boss decided to yell at you,
Teaching jobs are very scarce right now,I am sorry to hear teaching jobs are scarce,
Teaching jobs are very scarce right now,I am sorry to hear teaching jobs are very scarce right now,
I just found the full DVD collection of my favorite show,I am glad you found the full DVD collection,
I just found the full DVD collection of my favorite show,I am glad you found the full DVD collection for your favorite show,
I am balding,I am sorry you 're losing hair,
I am balding,I am sorry to hear that you are balding,
I enjoy watching making movie night special for my family,I am happy movie night is special,
I enjoy watching making movie night special for my family,I am glad you are making movie night special,
My car would n't start this morning,I am sorry about your car breaking,
It looks like they stopped making my favorite peanut butter and bacon sandwich here,I am sorry they stopped making your favourite sandwich here,
It looks like they stopped making my favorite peanut butter and bacon sandwich here,I am sorry that they stopped making your favourite peanut butter and bacon sandwich here,
"Unfortunately , Tommy was not allowed to join the swim team because he could not do the backstroke",I am sorry Tommy was n't allowed,
"Unfortunately , Tommy was not allowed to join the swim team because he could not do the backstroke",I am sorry about Tommy not being allowed to join the team,
I just came home from my dad 's birthday party,I am glad you came home from the party,
I just came home from my dad 's birthday party,I am glad you came home from your dad 's birthday party,
Someone broke into my garage the other week,I am sorry to hear that someone broke in,
Someone broke into my garage the other week,I am sorry to hear that someone broke into your garage the other week,
The cashier let me have the items even though I was a bit short for cash,I am glad he let you have the items,
The cashier let me have the items even though I was a bit short for cash,I am glad to hear the cashier let you have the items even thought you did not have the cash,
That restaraunt has the best food in town,I am glad to hear the food is the best,
That restaraunt has the best food in town,I am glad to hear the restaraunt has the best food in town,
My results are back and my tumor is benign,I am glad to hear it 's benign,
My results are back and my tumor is benign,I am glad am so glad to hear your tumor is benign,
I made a near - perfect score on my entrance exam,I am glad to hear about your score,
I made a near - perfect score on my entrance exam,I am happy you had a good score on the entrance exam,
I 'm not sick any more,I am glad to hear you 're not sick,
I 'm not sick any more,I am glad you 're not sick anymore,
I am enjoying this yoga class,I am happy to know you are enjoying your yoga class,
I am enjoying this yoga class,I am happy to know you are enjoying the yoga class,
I coughed up blood,I am sorry to hear about the blood,
I coughed up blood,I am sad that you coughed up blood,
My math teacher gave me an A on the geometry test,I am glad you aced your test,
My math teacher gave me an A on the geometry test,I am glad to hear you got an A on your geometry test,
My husband prepared dinner so that I could relax,I am glad you were able to relax as your husband did dinner,
My husband prepared dinner so that I could relax,I am glad your husband prepared for you dinner and let you relax,
I found out my brother is having a kid,I am happy about your brother,
I found out my brother is having a kid,I am happy that your brother is having a kid,
I found a $ 5 bill in my jacket pocket from last winter,I am happy that you found a $ 5 bill,
I found a $ 5 bill in my jacket pocket from last winter,I am happy that you found a $ 5 bill in your jacket pocket,
I slipped on the stairs while I was leaving the house last night,I am sorry you slipped on the stairs,
I slipped on the stairs while I was leaving the house last night,I am sorry you slipped on the stairs leaving the house last night,
We are going camping this weekend,i am happy about your weekend,
We are going camping this weekend,i am happy you going camping weekend,
I got too much sun yesterday,I am sorry about the sun,
I got too much sun yesterday,I am sorry you got too much sun,
I ca n't breathe sometimes,I am sad because i ca n't breath sometimes,
I ca n't breathe sometimes,I am sad so i ca n't breath,
We 're going to start a family,I am happy about you starting a family,
We 're going to start a family,I am happy you are going to start a family,
I was so scared that I crossed to the other side of the street,I am sorry you were scared,
I was so scared that I crossed to the other side of the street,I am sorry you were so scared that you crossed to the other side of the street,
My jeans had a hole in the pocket and I lost $ 40,I am sorry to hear you lost $ 40,
My jeans had a hole in the pocket and I lost $ 40,I am sorry to hear your jeans had a hole in the pocket and you lost $ 40,
My wallet was stolen and I lost all my credit cards and ID cards,I am sorry about your wallet,
My wallet was stolen and I lost all my credit cards and ID cards,I am sorry to hear your wallet was stolen and you lost all your credit cards and ID cards,
My best friend is going through a divorce,I am sorry about your best friend,
My best friend is going through a divorce,I am sorry your best friend is going through a divorce,
I saw someone get hit by a car,I am sorry to hear you saw someone get hit by a car,
I saw someone get hit by a car,I am sorry you witnessed someone getting hit by a car,
"I tried this new brownie recipe with peanut butter in the middle , they 're so good",I am happy the brownies are so good,
"I tried this new brownie recipe with peanut butter in the middle , they 're so good",I am happy you tried this new brownie recipe with peanut butter and they 're good,
I just found out today that I have terminal cancer,i am sad that you have cancer,
I just found out today that I have terminal cancer,i am sorry that you found out that you have terminal cancer,
I got a new car for my birthday,I am happy you got a new car,
A stranger lent me some money so that I could pay for my groceries,I am glad you got money for groceries,
A stranger lent me some money so that I could pay for my groceries,I am glad that someone helped you buy the groceries you needed,
I discovered that my old baseball card sitting at the basement is worth 5000 dollars,I am glad you discovered your old baseball card,
I discovered that my old baseball card sitting at the basement is worth 5000 dollars,I am glad you discovered your old baseball card sitting in the basement is worth 5000 dollars,
We love our new espresso machine,I am happy you love your machine,
We love our new espresso machine,I am happy you love your new espresso machine,
I was in a car accident after work,I am sorry for the accident,
I was in a car accident after work,I am sorry you got into an accident after work,
I just tried to drink milk from the fridge and I had to throw it out,I am sorry to hear you had to throw out the milk,
I just tried to drink milk from the fridge and I had to throw it out,"I am sorry to hear that while you went to drink milk from the fridge , you had to throw it out",
I always wanted a German car and now I got one,I am glad that you got the car you always wanted,
I always wanted a German car and now I got one,I am glad that you got the German car you always wanted,
I love the new couch I just bought,I am glad to hear about the new couch,
I love the new couch I just bought,I am glad that you love the new couch you just bought,
Last night I thought of a way to fix my relationship with my friend,I am glad you thought of a way to fix your relationship with your friend,
Last night I thought of a way to fix my relationship with my friend,I am glad to hear that last night you thought of a way to fix your relationship with your friend,
I dropped my new IPhone and cracked the screen,I am sorry you cracked the screen,
I dropped my new IPhone and cracked the screen,I am sorry you dropped your new IPhone and cracked the screen,
I 'm coming down with a cold,I am sorry to hear about the cold,
I 'm coming down with a cold,I am sorry to hear you are getting a cold,
I lost my wallet,I am sorry your wallet is lost,
I lost my wallet,I am sorry you lost your wallet,
"Did you hear , I 'm going to be a father",I am glad you 'll be a dad,
"Did you hear , I 'm going to be a father",I am glad to hear you 're going to be a father,
It is tough when someone is an only child and they get everything handed to them easily,I am sorry things are n't easy,
It is tough when someone is an only child and they get everything handed to them easily,I am sorry other people seem to get things handed to them,
The company 's going to sink if I do n't start downsizing,I am sorry you have to downsize,
The company 's going to sink if I do n't start downsizing,I am sorry you have to downsize the company,
My car was scratched badly on the side after parking on street overnight,I am sorry to hear your car was scratched,
My car was scratched badly on the side after parking on street overnight,I am sorry to hear the side of your car was badly scratched after parking overnight,
A rich family member gifted me a million dollars to invest with,I am glad to hear about your gift,
A rich family member gifted me a million dollars to invest with,I am happy that you were gifted a million dollars,
I came to a good place,I am happy you came to a good place,
I broke a nail on the bus going to work today,I am sorry to hear about your nail,
I broke a nail on the bus going to work today,I am sorry to hear about breaking your nail on the bus,
Someone passed it on at Starbucks today and I got my order free,I am glad you got a free order,
Someone passed it on at Starbucks today and I got my order free,I am glad someone passed it on at Starbucks today and you got your order free,
My wife had a miscarriage,I am sorry to hear about your wives miscarriage,
My wife had a miscarriage,I am sorry your wife miscarried,
I just booked a flight to Florida to visit my sister,I am glad you booked your flight,
I just booked a flight to Florida to visit my sister,I am glad you booked your flight to Florida to visit your sister,
The dentist told me I 'm going to need a root canal,I am sorry about your root canal,
The dentist told me I 'm going to need a root canal,I am sorry to hear that your dentist said you need a root canal,
"When I reached out to her , she just hung up the phone",I am sorry about her,
"When I reached out to her , she just hung up the phone",I am sorry she hung up the phone,
My dog bit the neighbors child,I am sad to hear about your dog,
My dog bit the neighbors child,I am sad to hear your dog bit your neighbor 's child,
The meal I cooked got rave reviews from almost everyone,I am glad to hear everyone liked it,
The meal I cooked got rave reviews from almost everyone,I am glad to hear everyone liked what you cooked,
I got lost driving to a meeting,I am sad you got lost,
I got lost driving to a meeting,I am sad you got lost getting to the meeting,
My doctor wants to put me on statins for my high cholesterol,I am sorry to hear about your high cholesterol,
My doctor wants to put me on statins for my high cholesterol,I am sorry that your doctor wants to treat you for high cholesterol,
My sister is having her twins this morning,I am glad to hear about your sister,
My sister is having her twins this morning,I am happy your sister is having her twins,
The speakers on my tablet stopped working,I am sorry the speakers stopped working,
The speakers on my tablet stopped working,I am sorry the speakers on your tablet stopped working,
My wife took me out for dinner and a show as a surprise,I am happy your wife took you out,
My wife took me out for dinner and a show as a surprise,I am glad your wife took you to dinner and a show,
I upgraded my guitar this year and it sounds way better than my old one,I am glad you upgraded your guitar this year,
I upgraded my guitar this year and it sounds way better than my old one,I am glad you upgraded your guitar this year and it sounds way better,
I had a flat tire,I am sorry to hear about your tire,
I had a flat tire,I am sorry that you had a flat tire,
My manager just gave my promotion to his nephew,I am sorry you did not get your promotion,
My manager just gave my promotion to his nephew,I am sorry to hear the manager gave your promotion to someone else,
I got a promotion at work today,I am happy you were promoted,
I got a promotion at work today,I am happy you were promoted at work today,
"My healthcare is n't going to cover the hospital bill , and I do n't know how to pay for it",I am sorry about your hospital bill,
"My healthcare is n't going to cover the hospital bill , and I do n't know how to pay for it",I am sorry that you do n't know to pay for your hospital bill,
He has been very successful at his job,I am glad he has been successful,
He has been very successful at his job,I am glad he has been very successful at his job,
Someone stole my shoes while in yoga,I am sorry to hear about your shoes,
Someone stole my shoes while in yoga,I am sorry someone stole your shoes while in yoga,
I slipped and fell in some excrement on the street yesterday,I am sorry you tripped and fell,
I slipped and fell in some excrement on the street yesterday,I am sorry to hear that some excrement on the street caused you to trip and fall,
My cat got scared from a loud noise and scratched me,I am sorry about your scratch,
My cat got scared from a loud noise and scratched me,I am sorry to hear your cat scratched you,
The house is a total loss,I am sorry about the house,
The house is a total loss,I am sorry that the house is a total loss,
I had to sell my DVD collection to pay for my hospital bill,I am sorry you had to sell your dvd 's,
I had to sell my DVD collection to pay for my hospital bill,I am sad you had to sell your dvd collections to pay your hospital bill,
The dog bite left a nasty scar on my face,"I am sorry , that stinks",
The dog bite left a nasty scar on my face,I am sorry that forever you will have that scar,
My food came out perfect,I am happy your food was perfect,
My food came out perfect,I am happy your food came out perfect,
Jacob finally asked me out,I am happy about Jacob,
Jacob finally asked me out,I am glad that Jacob asked you out,
I found the cutest ladybug on a leaf today and showed it to my niece,I am glad you found a cute ladybug,
I found the cutest ladybug on a leaf today and showed it to my niece,I am glad you found the cutest ladybug on a leaf today,
I found my math textbook under my backpack,I am glad to hear about your textbook,
I found my math textbook under my backpack,I am glad you found your math textbook,
just now boring,I am sorry that you are so bored,
"It 's a great item , but much too big for her to handle",I am sad that it 's much to big for her to handle,
"It 's a great item , but much too big for her to handle",I am sad that the item is much too big for her to handle,
I did my taxes wrong and the IRS returned my check and sent me $ 3000,I am glad the IRS sent $ 3000,
I did my taxes wrong and the IRS returned my check and sent me $ 3000,I am glad you did your taxes wrong and the IRS returned your check and sent $ 3000,
I ran out of ingredients to make a cake,I am sorry to hear that you ran out of ingredients,
I ran out of ingredients to make a cake,I am sorry you ran out of ingredients,
I do n't feel like myself sometimes,I am sorry you are n't able to be yourself,
I do n't feel like myself sometimes,I am sorry you have n't been able to feel like yourself,
My eyes are sparkling,I am glad about your eyes,
My eyes are sparkling,I am glad that your eyes are sparkling,
My grandfather 's housekeeper got him to change his will to leave her everything,I am sorry your grandfather 's housekeeper got him to change his will,
My grandfather 's housekeeper got him to change his will to leave her everything,I am sorry your grandfather 's housekeeper got him to change his will to leave her everything,
I recently got a raise at work,I am glad to hear you got a raise,
I recently got a raise at work,I am happy you recently got a raise at work,
I ran out of gas as I was cooking,I am sorry you ran out,
I ran out of gas as I was cooking,I am sorry you ran out of gas as you were cooking,
They were all out of cream cheese and now I ca n't make the cheesecake I promised to make,"I am sorry you ca n't make cheesecake , as promised",
They were all out of cream cheese and now I ca n't make the cheesecake I promised to make,I am sorry to hear they were all out of cream cheese and now you ca n't make the cheesecake you promised to make,
My car is so old and I ca n't afford to buy a new one,I am sad about the car,
My car is so old and I ca n't afford to buy a new one,I am sad that you ca n't afford a new car,
I just got my gas bill and it 's $ 100 more than I anticipated,I am sorry to hear about your gas bill being $ 100 more,
I just got my gas bill and it 's $ 100 more than I anticipated,I am sorry to hear that your gas bill is $ 100 more than anticipated,
I failed algebra for the second semester in a row,I am sorry you failed algebra twice,
I failed algebra for the second semester in a row,I am sorry that you failed algebra for the second semester in a row,
I got to experience a beer festival and it was so fun,I am happy the beer festival was fun,
I got to experience a beer festival and it was so fun,I am happy you got to experience a beer festival and it was so fun,
I was able to do the plumbing repair myself and saved a lot of money,I am glad to hear you saved a lot of money,
I was able to do the plumbing repair myself and saved a lot of money,I am glad you were able to do the repair yourself,
I did n't get any interviews for summer jobs and I do n't know how I 'll pay my tuition next semester,I am sorry you did n't get any interviews for summer jobs,
I did n't get any interviews for summer jobs and I do n't know how I 'll pay my tuition next semester,I am sorry you did n't get any interviews for summer jobs and do n't know how you 'll pay tuition next semester,
My daughter is all set to graduate nursing school in the fall,I am glad am so happy for you daughter,
My daughter is all set to graduate nursing school in the fall,I am glad to hear about your daughter all set to graduate from this fall in nursing school,
I got a bad customer review at work,I am sorry you got a bad review,
I got a bad customer review at work,I am sorry you got a bad customer review at work,
"After so much hard work , I was accepted into the school",I am happy to hear you were accepted,
"After so much hard work , I was accepted into the school",I am happy to hear you were accepted into the school,
We had to cancel our vacation due to the flooding of our rental cabin,I am sorry to hear you had to cancel your vacation,
We had to cancel our vacation due to the flooding of our rental cabin,I am sorry you had to cancel the vacation in your cabin because of the flood,
We finally got some great neighbors,I am glad to hear about the neighbors,
We finally got some great neighbors,I am glad to hear that you finally got some great neighbors,
While shopping I could not find any bargains,I am sorry you could n't find any bargains,
While shopping I could not find any bargains,I am sorry you could not find any bargains while shopping,
I was complimented the other day on my typing skills,I am happy you were complimented,
I was complimented the other day on my typing skills,I am happy you were complimented the other day on your typing skills,
I got into a patch of poison ivy and am itching like crazy,I am sad that I have poison Ivy,
I got into a patch of poison ivy and am itching like crazy,I am sad that I have poison ivy and and itching a lot,
He made an incredible German chocolate cake for the supervisor 's birthday party,I am glad to hear about the cake,
He made an incredible German chocolate cake for the supervisor 's birthday party,I am glad to hear about the incredible German chocolate cake for the supervisor 's birthday party,
I was given a kiss by a celebrity,I am glad you got a kiss,
I was given a kiss by a celebrity,I am glad you were given a kiss by a celebrity,
"While chopping carrots for a stew , I accidentally made a deep cut into my thumb that needed stitches",I am sorry you needed stitches,
"While chopping carrots for a stew , I accidentally made a deep cut into my thumb that needed stitches",I am sorry you needed stitches for your deep cut,
The store had my favorite wheat crackers that they are usually out of,I am glad to hear about your favorite crackers,
The store had my favorite wheat crackers that they are usually out of,I am happy to hear that the store had your favorite wheat crackers,
The game I 've been waiting for for months has just been released,I am happy to hear about your game,
The game I 've been waiting for for months has just been released,I am glad to hear that your anticipated game has been released,
I broke my nail right after the manicure,I am sorry you broke your nail,
I broke my nail right after the manicure,I am sorry you broke your nail right after the manicure,
The lightening struck our chimney and we have to rebuild it now,I am sorry about your chimney,
The lightening struck our chimney and we have to rebuild it now,I am sorry that lightning struck your chimney,
I tripped and fell down the last couple of stairs this morning,I am sorry you fell down the stairs,
I tripped and fell down the last couple of stairs this morning,I am sorry am so sorry you fell down the stairs this morning,
Today is easily the worst day of my life,I am sorry to hear you are having a bad day,
Today is easily the worst day of my life,I am sorry today is the worst day of your life,
He asked me to marry him,I am glad to hear about the proposal,
He asked me to marry him,I am glad to hear that he asked you to marry him,
Look at this great shirt I just bought,I am glad you bought a shirt,
Look at this great shirt I just bought,I am glad you bought a great shirt,
My car wo n't start I think the engine is blown,I am sad that your car is broke,
My car wo n't start I think the engine is blown,I am sorry to her about your blown engine,
My favorite chocolate bar is being produced again,I am happy your favorite is being produced again,
My favorite chocolate bar is being produced again,I am glad to hear that your favorite chocolate bar is going to be produced again,
I graduated with flying colors,I am happy you graduated,
Snowing equates to dangerous driving,I am sorry to hear about the driving,
Snowing equates to dangerous driving,I am sorry to hear about the dangerous driving,
I tried out for a band as their drummer and was accepted,I am glad to hear about your acceptance,
I tried out for a band as their drummer and was accepted,I am glad to hear that you got accepted a drummer for a band,
The doctor said I am finally free of that flu that is going around,I am glad the doctor said you are finally free of that flu,
The doctor said I am finally free of that flu that is going around,I am glad the doctor said you are finally free of that flu that is going around,
The wheel on my car blew out on the highway,I am sorry to hear about your car 's wheel,
The wheel on my car blew out on the highway,I am sorry to hear that your car 's wheel blew out,
The rainstorm downed power lines all over the area,I am sorry the power lines are down,
My shoelace broke and I ca n't find its replacement,I am sorry to hear your shoelace broke,
My shoelace broke and I ca n't find its replacement,I am sorry your shoelace broke,
I went to make an egg salad sandwich but was out of eggs,I am sorry you ran out of eggs,
I went to make an egg salad sandwich but was out of eggs,I am sorry that you could n't make an egg sandwich,
I went shopping with my best friend today and we found some great things on sale,I am glad you found great things on sale,
I went shopping with my best friend today and we found some great things on sale,I am glad you and your friend found some great things on sale,
All of the couches that I want I ca n't afford,I am sorry the couches are n't affordable,
All of the couches that I want I ca n't afford,I am sad to hear you ca n't afford the couches you want,
Someone stole my diary,I am sorry about your diary,
Someone stole my diary,I am sorry that someone stole your diary,
My air conditioner broke and it 's 90 degrees outside,I am sorry your air conditioner broke,
My air conditioner broke and it 's 90 degrees outside,I am sorry to hear your air conditioner broke and it 's 90 degrees outside,
"I tripped and fell down in front of the whole school yesterday , it was embarrassing",I am sorry you got embarassed,
"I tripped and fell down in front of the whole school yesterday , it was embarrassing",I am sorry you tripped and fell in front of the whole school and got embarrassed,
My grocery shopping was very over-budget,I am sorry that your shopping was over-budget,
My grocery shopping was very over-budget,I am sorry that your grocery shopping was very over-budget,
My brother 's band is starting to do really well,I am happy the band is doing well,
My brother 's band is starting to do really well,I am glad your brother 's band is doing well,
"We decided to make the best of it , and play in the snow",I am glad am so happy you played in the snow,
"We decided to make the best of it , and play in the snow",I am glad am so happy you made the best of it and played in the snow,
I just interviewed for a job the other day,I am happy you interviewed for the job,
I 'm going to have to pay a $ 200 ticket for parking in the wrong spot,I am sorry to hear you 'll have to pay a $ 200 ticket,
I 'm going to have to pay a $ 200 ticket for parking in the wrong spot,I am sorry you 'll have to pay a $ 200 ticket for parking in the wrong spot,
In two months we will welcome our first baby girl into the world,I am happy your having a baby girl,
In two months we will welcome our first baby girl into the world,I am happy in two months you will welcome your baby girl to the world,
I 'm having twins,I am glad am so happy to hear you 're having twins,
"I got two cavities in my wisdom teeth , so I have to get them pulled",I am sorry you need to get your wisdom teeth pulled,
"I got two cavities in my wisdom teeth , so I have to get them pulled",I am sorry you have two cavities and need to get your wisdom teeth pulled,
They renewed my favorite show for two more seasons,I am glad your favorite show was renewed,
